attendance,study_hours,previous_marks,assignment_score,internal_marks,sleep_hours,internet_hours,stress_level,parent_support,tuition,final_marks,grade,risk_level
57,5.7,44,50,34,3.2,8.7,10,Yes,Yes,36.92,F,High
79,5.1,97,43,50,4.9,8.8,1,Yes,No,85.13,B,Low
60,0.9,81,31,21,4.9,2.3,1,Yes,No,52.83,D,Medium
54,5.5,72,99,38,8.7,9.0,10,Yes,Yes,53.11,D,Medium
72,3.8,87,62,34,8.0,3.4,5,No,Yes,74.82,C,Low
74,6.1,78,35,45,9.9,3.1,7,Yes,No,94.26,A,Low
65,3.9,88,66,34,8.0,7.3,9,Yes,Yes,54.52,D,Medium
47,2.4,54,43,38,5.9,3.0,8,Yes,Yes,44.58,D,Medium
75,0.9,65,66,20,7.9,0.5,2,Yes,Yes,74.79,C,Low
87,3.1,41,37,13,10.0,3.7,9,Yes,Yes,32.3,F,High
69,1.0,92,42,23,8.0,7.2,4,No,Yes,50.96,D,Medium
62,1.8,44,69,47,8.3,3.3,10,No,Yes,55.45,D,Medium
81,9.9,44,87,26,9.6,6.3,5,Yes,No,81.6,B,Low
83,4.4,73,47,11,3.8,6.6,5,No,Yes,39.65,F,High
53,5.3,62,86,17,7.9,7.3,4,Yes,No,49.48,D,Medium
53,8.7,64,67,45,9.0,9.0,6,Yes,No,74.02,C,Low
41,10.0,71,61,19,9.7,4.3,1,Yes,Yes,100.0,A,Low
94,5.8,77,95,16,4.5,1.7,2,Yes,Yes,99.21,A,Low
76,8.1,86,54,45,6.5,3.2,4,Yes,No,100.0,A,Low
44,3.3,90,87,25,7.8,4.3,4,Yes,Yes,71.23,C,Low
77,3.1,43,62,23,4.7,7.1,8,Yes,Yes,38.94,F,High
84,4.0,57,95,25,7.2,0.1,9,Yes,Yes,67.2,C,Low
80,6.7,97,59,34,4.8,3.2,4,Yes,Yes,96.73,A,Low
93,6.8,95,63,50,5.3,7.8,6,Yes,No,93.67,A,Low
99,3.2,74,98,13,6.1,6.7,4,No,No,52.93,D,Medium
100,1.3,78,77,38,6.7,7.3,4,Yes,Yes,63.18,C,Low
86,6.3,58,69,15,6.1,8.1,9,Yes,No,42.8,D,Medium
53,1.3,85,80,10,6.5,7.8,4,Yes,Yes,55.6,D,Medium
95,5.8,92,42,48,5.1,6.8,6,No,No,97.23,A,Low
78,6.9,67,60,10,4.1,4.4,9,Yes,No,57.24,D,Medium
64,7.0,50,68,49,3.3,9.8,3,No,No,64.96,C,Low
59,7.5,56,92,12,4.4,5.7,7,Yes,Yes,54.31,D,Medium
41,8.7,91,77,10,7.1,2.0,7,No,No,66.52,C,Low
78,5.0,96,77,10,8.5,2.9,1,Yes,Yes,94.32,A,Low
45,7.3,64,90,48,4.2,6.9,2,Yes,Yes,85.76,B,Low
56,6.2,57,41,30,3.8,9.2,5,Yes,Yes,60.88,C,Low
98,1.9,66,85,39,8.2,1.8,8,Yes,No,67.47,C,Low
64,0.3,91,47,41,5.1,0.8,6,Yes,Yes,80.13,B,Low
96,2.8,43,56,42,9.7,8.8,7,Yes,Yes,52.68,D,Medium
67,4.4,65,57,31,8.0,9.2,3,Yes,Yes,73.72,C,Low
41,6.2,43,81,39,5.3,2.8,6,Yes,Yes,80.78,B,Low
74,8.5,47,45,13,5.0,3.8,9,No,Yes,59.28,D,Medium
76,2.0,92,87,32,6.7,6.6,3,No,No,66.1,C,Low
44,1.3,37,38,34,3.6,3.3,6,Yes,Yes,33.74,F,High
40,9.6,69,55,21,3.8,8.8,7,Yes,Yes,68.98,C,Low
79,1.1,55,57,26,4.2,1.1,5,Yes,No,67.15,C,Low
51,4.8,98,65,24,8.4,0.4,10,No,No,59.23,D,Medium
95,5.9,86,38,19,6.6,2.1,8,No,No,68.1,C,Low
75,5.4,68,76,44,3.1,2.9,8,No,No,73.02,C,Low
84,0.9,69,80,38,7.7,1.1,6,Yes,Yes,76.83,B,Low
62,0.6,49,86,21,6.0,0.7,7,No,No,54.4,D,Medium
86,1.1,40,61,10,6.6,7.6,3,No,Yes,25.7,F,High
70,5.9,66,96,10,4.5,1.6,7,Yes,No,75.14,B,Low
50,5.4,86,86,19,6.9,9.1,7,No,No,48.38,D,Medium
49,2.3,62,83,27,9.9,3.7,4,Yes,No,46.86,D,Medium
42,6.4,98,45,11,3.5,6.7,10,Yes,No,30.74,F,High
93,8.2,53,91,17,5.0,2.3,4,No,Yes,84.09,B,Low
53,0.4,49,85,31,4.7,2.4,3,Yes,Yes,69.16,C,Low
55,5.0,40,52,31,4.7,5.7,10,No,No,42.7,D,Medium
49,6.9,72,46,35,5.7,5.6,7,Yes,Yes,70.64,C,Low
68,2.5,60,67,35,8.7,7.7,5,No,Yes,45.74,D,Medium
49,3.1,85,59,18,9.4,7.6,3,Yes,No,47.79,D,Medium
51,6.1,87,87,30,4.4,6.7,6,No,Yes,72.76,C,Low
69,9.0,90,51,40,6.8,4.5,6,No,No,88.16,B,Low
80,8.1,93,46,15,7.5,8.9,6,Yes,No,74.27,C,Low
40,5.8,92,44,23,6.7,6.2,2,Yes,Yes,72.29,C,Low
44,7.3,47,77,42,6.0,9.9,10,No,Yes,44.57,D,Medium
59,3.6,77,61,16,4.3,8.2,7,Yes,Yes,40.37,D,Medium
47,6.4,85,69,33,6.4,0.4,7,Yes,No,84.75,B,Low
82,4.7,53,86,18,5.8,3.2,10,Yes,Yes,40.44,D,Medium
51,1.9,55,87,20,8.6,5.7,4,No,Yes,54.58,D,Medium
40,7.0,58,45,32,8.3,7.2,6,Yes,No,62.19,C,Low
96,5.6,60,57,11,3.9,5.5,4,No,Yes,63.48,C,Low
93,3.6,79,30,24,3.6,7.9,4,No,Yes,55.34,D,Medium
59,9.1,62,70,44,9.4,2.8,6,Yes,No,100.0,A,Low
67,0.2,63,77,45,6.7,1.8,9,Yes,No,70.65,C,Low
96,3.2,51,60,37,9.0,0.5,7,No,Yes,73.57,C,Low
82,0.6,78,65,48,3.4,5.7,2,No,Yes,49.1,D,Medium
76,7.7,95,62,13,6.7,6.9,6,Yes,Yes,81.59,B,Low
86,7.0,59,62,19,6.8,3.3,5,No,No,78.44,B,Low
76,3.3,36,52,15,9.0,6.1,6,Yes,Yes,42.23,D,Medium
51,6.8,83,89,39,3.7,0.5,8,Yes,No,71.12,C,Low
76,4.0,60,59,44,4.7,1.0,8,No,Yes,77.47,B,Low
88,7.6,61,74,19,5.8,7.0,3,Yes,Yes,77.65,B,Low
88,4.5,52,68,41,9.1,3.7,9,Yes,Yes,62.22,C,Low
95,4.1,88,74,12,9.6,6.7,6,No,No,56.56,D,Medium
83,9.3,35,41,35,9.9,8.3,7,Yes,Yes,71.91,C,Low
95,2.5,95,61,24,9.7,8.5,9,Yes,Yes,54.01,D,Medium
67,1.2,37,85,26,3.0,1.7,7,Yes,Yes,43.26,D,Medium
86,5.8,75,53,36,3.3,4.9,10,Yes,No,68.12,C,Low
54,9.7,71,42,27,4.0,7.3,9,Yes,Yes,74.86,C,Low
45,3.8,85,49,28,5.4,7.7,1,No,No,72.86,C,Low
83,0.6,49,85,21,8.8,7.8,1,Yes,Yes,48.32,D,Medium
98,3.4,42,82,33,9.2,2.3,3,No,No,85.06,B,Low
100,5.1,72,97,14,4.3,1.9,9,No,No,62.53,C,Low
59,1.6,90,83,33,7.3,5.9,1,No,Yes,76.36,B,Low
89,6.6,81,63,36,9.4,7.4,1,Yes,No,100.0,A,Low
53,10.0,44,57,39,6.2,3.2,5,Yes,Yes,90.35,A,Low
41,4.5,83,79,24,3.7,1.0,8,Yes,No,62.84,C,Low
48,3.5,75,31,47,6.2,7.2,2,No,Yes,59.85,D,Medium
76,4.0,64,55,43,5.6,3.0,4,Yes,Yes,70.97,C,Low
59,1.2,39,80,36,7.0,1.7,6,Yes,Yes,55.14,D,Medium
65,8.8,65,76,29,6.1,1.5,1,Yes,Yes,100.0,A,Low
68,4.1,86,55,50,3.1,3.1,4,No,Yes,80.9,B,Low
40,3.9,57,90,41,10.0,5.9,4,Yes,No,70.51,C,Low
94,6.6,82,52,13,6.8,3.6,9,No,Yes,60.2,C,Low
74,4.4,74,66,14,6.3,0.2,9,Yes,No,69.36,C,Low
45,6.5,40,70,17,9.7,1.0,6,Yes,No,69.41,C,Low
76,0.6,72,81,31,4.1,2.9,8,Yes,No,43.15,D,Medium
92,8.1,75,78,16,4.3,6.6,10,Yes,No,61.31,C,Low
98,9.4,61,56,31,8.7,1.0,4,No,Yes,100.0,A,Low
44,6.5,91,35,39,4.8,5.6,10,Yes,Yes,72.15,C,Low
72,9.5,51,95,46,8.6,1.2,8,Yes,Yes,100.0,A,Low
88,1.5,81,53,25,4.9,2.1,3,No,No,67.49,C,Low
90,4.8,47,67,24,3.2,1.7,2,Yes,Yes,80.2,B,Low
53,6.0,45,57,14,6.6,0.7,6,No,No,39.34,F,High
51,5.8,58,57,12,4.4,6.7,5,Yes,No,44.92,D,Medium
81,4.0,38,95,32,8.3,4.6,8,Yes,No,59.98,D,Medium
59,3.4,80,90,19,7.5,8.3,1,Yes,Yes,86.16,B,Low
92,1.3,52,75,14,9.5,1.0,10,No,Yes,51.83,D,Medium
89,3.9,77,98,32,8.5,1.4,3,Yes,No,92.27,A,Low
63,1.6,67,72,24,4.3,3.1,7,No,No,36.77,F,High
98,7.3,44,88,27,8.6,7.7,10,No,No,53.8,D,Medium
82,2.1,93,31,34,7.5,3.1,4,No,No,59.23,D,Medium
73,0.6,65,44,17,7.7,4.1,10,No,No,42.59,D,Medium
64,5.5,62,66,40,8.8,3.0,5,Yes,Yes,86.48,B,Low
89,6.0,94,100,30,7.0,0.8,8,Yes,No,100.0,A,Low
68,8.7,37,49,11,6.3,9.4,1,Yes,No,62.07,C,Low
96,5.8,89,64,31,7.5,5.5,1,Yes,Yes,100.0,A,Low
78,3.5,48,63,17,5.1,7.9,7,Yes,Yes,32.25,F,High
70,8.0,92,60,32,4.3,6.6,9,Yes,No,81.45,B,Low
95,5.4,49,48,41,7.3,5.1,4,Yes,No,74.24,C,Low
86,0.8,36,97,17,4.6,0.9,8,Yes,Yes,59.15,D,Medium
82,5.7,58,53,13,3.6,6.4,10,Yes,Yes,44.71,D,Medium
89,9.1,98,68,39,3.0,1.6,7,Yes,No,100.0,A,Low
62,4.0,58,83,28,7.3,4.1,2,Yes,Yes,82.6,B,Low
83,3.0,61,68,32,5.5,6.3,5,Yes,Yes,60.07,C,Low
77,1.4,71,46,27,8.3,7.8,9,Yes,No,47.54,D,Medium
59,1.5,73,48,38,5.6,6.9,9,No,Yes,39.91,F,High
62,4.3,97,77,32,6.4,6.7,3,Yes,No,81.85,B,Low
84,6.0,60,64,42,5.8,1.5,3,No,Yes,91.76,A,Low
91,0.8,99,61,27,7.6,3.5,2,Yes,Yes,74.27,C,Low
55,9.4,38,76,42,5.5,0.4,7,Yes,Yes,92.12,A,Low
89,7.6,63,76,16,9.7,7.2,6,Yes,Yes,80.69,B,Low
81,5.9,35,93,37,9.6,9.5,5,Yes,Yes,78.98,B,Low
99,8.3,84,75,10,8.9,2.6,7,Yes,No,69.44,C,Low
94,0.8,45,64,48,9.4,0.9,4,No,Yes,77.81,B,Low
47,4.8,93,46,43,6.1,4.8,5,No,No,70.18,C,Low
89,6.3,96,71,48,6.8,8.6,9,No,Yes,66.59,C,Low
60,8.3,70,58,28,8.2,5.5,9,Yes,No,76.51,B,Low
40,7.8,90,99,40,7.9,0.5,4,Yes,No,100.0,A,Low
94,2.8,55,46,22,9.2,9.7,6,Yes,Yes,56.6,D,Medium
47,9.4,47,43,33,8.0,8.3,2,Yes,Yes,60.73,C,Low
68,1.2,43,53,14,10.0,1.3,3,No,No,50.75,D,Medium
71,8.8,45,86,32,5.4,9.2,9,Yes,No,55.15,D,Medium
77,9.7,35,79,28,8.8,4.5,6,No,Yes,77.81,B,Low
44,1.8,90,86,10,7.9,3.7,8,Yes,Yes,50.58,D,Medium
86,7.2,65,90,42,7.8,4.6,5,Yes,No,76.32,B,Low
61,0.4,71,68,42,5.3,8.3,2,No,No,33.58,F,High
86,4.1,81,84,41,8.5,6.6,7,No,Yes,75.43,B,Low
73,5.2,81,65,37,9.3,0.6,6,Yes,No,92.68,A,Low
40,5.8,92,66,46,4.5,9.6,2,Yes,Yes,79.79,B,Low
94,9.4,70,43,50,7.4,1.5,6,Yes,Yes,99.66,A,Low
94,6.7,66,56,21,5.7,7.5,8,Yes,No,53.07,D,Medium
65,4.8,98,60,18,9.9,6.4,1,No,No,86.06,B,Low
82,8.1,76,73,20,6.4,1.9,4,Yes,Yes,92.05,A,Low
49,9.5,82,97,42,4.6,1.7,1,Yes,Yes,100.0,A,Low
69,0.2,64,77,28,5.7,8.7,2,Yes,No,56.24,D,Medium
89,9.8,55,86,43,7.6,4.2,1,Yes,No,100.0,A,Low
57,0.9,94,51,16,3.5,6.5,6,Yes,No,41.59,D,Medium
56,8.1,47,33,40,7.2,5.0,6,No,Yes,73.49,C,Low
65,2.8,35,75,11,9.5,7.3,1,Yes,Yes,45.41,D,Medium
47,1.3,99,88,28,9.0,4.8,4,No,Yes,60.92,C,Low
86,4.4,67,63,47,3.5,2.9,4,Yes,No,70.62,C,Low
79,6.4,72,40,41,10.0,3.6,8,No,Yes,70.57,C,Low
88,3.8,59,60,19,7.9,8.6,6,No,No,48.47,D,Medium
51,0.5,60,40,50,4.1,4.7,2,Yes,Yes,54.48,D,Medium
66,6.0,93,85,17,3.1,2.1,5,Yes,Yes,80.8,B,Low
47,9.0,67,67,35,4.2,9.3,4,Yes,No,70.35,C,Low
64,3.8,75,50,39,8.9,8.0,10,Yes,Yes,58.09,D,Medium
85,2.2,64,39,20,3.2,0.6,4,No,No,39.93,F,High
43,4.4,91,55,50,4.6,10.0,8,Yes,Yes,69.03,C,Low
72,0.5,83,37,29,8.3,6.9,5,Yes,Yes,62.69,C,Low
40,8.2,82,37,29,7.1,1.6,3,Yes,No,89.15,B,Low
58,8.3,83,89,18,8.5,2.4,10,Yes,No,61.23,C,Low
70,5.9,81,63,17,8.2,6.9,4,Yes,Yes,65.38,C,Low
55,3.5,90,45,24,3.4,7.8,1,Yes,Yes,64.28,C,Low
53,8.0,99,42,43,9.2,2.4,6,No,No,96.63,A,Low
92,5.5,46,51,33,4.6,2.6,10,Yes,Yes,58.94,D,Medium
87,8.3,40,56,42,6.9,3.1,4,Yes,No,98.05,A,Low
44,6.3,99,93,50,7.5,6.0,6,No,Yes,87.74,B,Low
80,7.8,59,31,50,4.2,1.7,2,Yes,No,100.0,A,Low
65,6.0,35,55,49,9.8,1.0,5,No,Yes,85.36,B,Low
67,4.1,66,98,36,6.4,6.8,9,No,Yes,54.02,D,Medium
41,9.6,37,59,30,3.4,7.8,8,No,No,53.9,D,Medium
89,5.4,83,37,14,9.6,5.0,3,Yes,Yes,75.7,B,Low
45,6.1,53,67,44,7.1,3.6,1,No,No,90.1,A,Low
48,2.2,94,90,30,7.9,4.3,10,No,Yes,80.55,B,Low
72,6.3,63,94,13,6.7,3.9,3,No,Yes,67.83,C,Low
80,5.7,84,96,25,8.8,9.6,8,Yes,Yes,76.45,B,Low
64,1.8,36,75,40,3.2,7.7,3,Yes,No,51.75,D,Medium
87,0.6,90,72,35,4.9,2.1,5,Yes,Yes,87.68,B,Low
52,6.0,51,88,44,6.3,3.8,2,Yes,Yes,99.36,A,Low
48,7.6,94,75,15,3.5,5.4,1,Yes,No,93.63,A,Low
92,5.2,70,64,42,7.9,6.1,10,Yes,Yes,63.33,C,Low
52,2.3,95,68,30,5.8,4.7,5,No,Yes,52.35,D,Medium
70,6.7,51,80,25,4.9,8.1,5,No,Yes,51.68,D,Medium
80,0.8,83,33,48,3.0,7.7,6,No,Yes,45.5,D,Medium
50,4.4,94,80,43,8.0,5.1,2,No,Yes,100.0,A,Low
43,1.6,54,34,24,8.8,8.5,9,No,No,29.55,F,High
73,1.8,84,84,15,5.8,7.5,2,No,No,48.18,D,Medium
100,2.0,37,49,11,6.9,7.8,2,Yes,Yes,41.45,D,Medium
77,3.9,77,53,33,4.6,9.6,5,Yes,No,43.67,D,Medium
85,0.5,91,65,37,7.4,2.7,9,Yes,Yes,65.68,C,Low
43,4.0,84,63,10,3.1,2.7,4,Yes,Yes,58.56,D,Medium
77,5.1,84,83,10,6.4,8.9,6,No,No,47.54,D,Medium
58,4.8,71,63,37,7.5,7.7,2,Yes,Yes,86.45,B,Low
45,3.8,80,46,45,9.4,9.3,4,Yes,Yes,72.24,C,Low
73,8.4,76,34,29,5.7,0.6,9,Yes,No,67.64,C,Low
57,1.5,49,47,17,8.4,6.3,2,Yes,No,22.3,F,High
52,5.1,67,84,10,7.2,1.4,1,Yes,Yes,86.32,B,Low
80,0.6,45,82,35,9.5,5.0,4,No,Yes,59.91,D,Medium
62,0.7,54,79,34,5.8,1.6,4,Yes,Yes,68.22,C,Low
58,5.7,58,74,19,5.2,1.3,1,Yes,Yes,85.01,B,Low
84,5.7,98,42,21,9.2,0.1,4,No,No,77.19,B,Low
50,8.8,99,45,50,3.3,6.3,3,No,Yes,92.58,A,Low
40,5.6,51,42,16,4.0,3.6,2,Yes,No,53.25,D,Medium
63,9.6,95,49,21,3.6,1.1,10,Yes,Yes,81.75,B,Low
93,0.5,49,95,49,8.9,3.2,4,Yes,Yes,87.43,B,Low
46,1.0,85,76,26,3.1,1.7,8,No,Yes,43.98,D,Medium
64,0.4,61,48,14,9.0,9.4,7,Yes,Yes,16.75,F,High
60,1.9,95,74,23,6.2,3.2,9,Yes,Yes,69.22,C,Low
54,5.4,92,66,43,3.0,3.3,8,Yes,Yes,72.71,C,Low
40,6.5,65,83,26,5.8,8.4,1,No,Yes,79.12,B,Low
51,0.5,46,35,44,4.3,6.5,2,Yes,Yes,65.26,C,Low
97,9.5,80,43,10,7.4,7.1,2,Yes,Yes,97.56,A,Low
46,8.4,65,33,45,7.8,6.4,8,Yes,No,76.62,B,Low
54,3.0,66,84,24,6.4,9.5,4,Yes,Yes,51.36,D,Medium
60,0.8,66,63,28,3.3,2.1,9,Yes,No,47.9,D,Medium
58,1.7,87,56,14,7.6,9.9,2,Yes,Yes,48.67,D,Medium
99,1.3,95,36,28,8.9,8.3,4,Yes,Yes,72.47,C,Low
68,1.2,80,32,48,8.0,5.9,1,No,Yes,75.06,B,Low
64,5.2,41,76,14,8.8,6.6,3,Yes,No,60.53,C,Low
72,2.5,38,31,21,4.4,6.5,6,No,No,23.74,F,High
88,3.6,86,54,28,9.2,0.6,9,Yes,No,68.85,C,Low
71,9.9,65,89,21,5.3,2.2,1,Yes,No,100.0,A,Low
88,6.8,70,53,45,3.1,9.6,5,Yes,Yes,75.49,B,Low
74,9.5,88,44,21,8.9,5.3,2,Yes,No,91.94,A,Low
83,1.4,88,43,27,9.6,3.8,7,Yes,No,61.03,C,Low
77,3.8,51,83,43,7.6,7.6,4,Yes,Yes,80.73,B,Low
65,5.5,64,35,42,4.6,5.2,5,No,No,63.77,C,Low
50,0.8,56,47,27,4.8,0.1,8,No,No,32.77,F,High
74,0.0,77,49,38,6.3,7.4,2,Yes,No,32.7,F,High
47,6.7,61,91,14,9.3,7.3,3,Yes,No,78.66,B,Low
85,6.4,71,69,34,4.0,1.7,5,Yes,No,84.22,B,Low
53,4.1,80,68,33,8.8,9.6,10,No,No,44.55,D,Medium
49,4.9,69,81,38,5.0,2.2,4,Yes,Yes,89.01,B,Low
41,4.2,38,61,47,8.7,4.6,5,Yes,Yes,74.16,C,Low
85,0.2,60,56,42,9.4,1.1,3,Yes,Yes,83.86,B,Low
48,3.4,53,81,19,6.0,6.0,9,Yes,Yes,49.87,D,Medium
42,1.8,79,92,46,5.6,3.8,8,Yes,Yes,74.14,C,Low
60,1.0,60,92,42,8.6,3.5,6,Yes,No,40.81,D,Medium
65,9.6,56,46,32,6.7,8.3,1,Yes,Yes,89.29,B,Low
47,6.0,92,78,20,7.8,0.1,4,Yes,No,91.74,A,Low
87,7.3,97,52,33,7.4,8.0,7,Yes,No,75.13,B,Low
41,3.2,62,42,33,4.1,5.7,10,Yes,No,38.49,F,High
45,3.9,99,52,16,8.9,9.9,5,Yes,Yes,54.31,D,Medium
67,2.4,78,86,30,4.4,5.9,4,Yes,Yes,61.56,C,Low
92,1.0,77,91,29,9.5,0.6,9,Yes,Yes,82.64,B,Low
68,1.8,71,83,19,4.8,0.5,8,Yes,Yes,61.43,C,Low
65,8.0,100,49,34,8.1,8.8,3,No,No,82.98,B,Low
64,6.8,51,81,45,5.0,8.4,6,No,Yes,51.13,D,Medium
51,5.5,74,52,24,5.2,3.5,4,Yes,No,84.73,B,Low
44,4.8,72,64,49,5.2,6.2,7,Yes,Yes,55.49,D,Medium
73,9.2,95,96,49,8.2,4.9,1,No,Yes,100.0,A,Low
87,0.7,43,63,15,6.9,9.7,1,Yes,No,41.65,D,Medium
76,2.8,95,62,46,9.2,9.5,6,Yes,Yes,85.31,B,Low
54,3.5,50,75,11,5.2,9.8,10,No,No,6.31,F,High
83,7.8,36,74,21,7.8,8.7,7,Yes,No,49.83,D,Medium
75,9.9,77,48,13,8.3,9.1,9,Yes,Yes,70.95,C,Low
54,2.4,76,44,32,4.1,2.2,7,Yes,Yes,62.86,C,Low
82,8.7,91,95,22,5.8,8.3,9,Yes,No,87.66,B,Low
87,8.3,64,68,26,6.4,7.1,10,Yes,No,72.2,C,Low
62,2.2,47,47,40,5.5,9.6,9,Yes,Yes,30.64,F,High
45,4.0,53,99,25,5.3,5.7,8,Yes,No,48.26,D,Medium
85,4.1,41,88,50,7.8,0.9,7,Yes,Yes,91.18,A,Low
89,9.8,43,61,35,4.5,6.0,3,Yes,Yes,76.67,B,Low
83,1.8,88,50,37,8.0,6.9,3,Yes,Yes,75.99,B,Low
98,8.0,95,69,10,9.5,2.2,5,Yes,Yes,100.0,A,Low
82,3.3,36,56,21,7.0,3.9,7,Yes,Yes,42.87,D,Medium
84,7.3,84,31,46,7.3,6.0,10,Yes,Yes,76.05,B,Low
60,4.2,65,68,29,3.5,3.7,7,Yes,Yes,44.94,D,Medium
62,5.8,67,85,11,9.1,3.7,1,Yes,Yes,91.53,A,Low
82,8.3,45,42,45,5.0,1.3,8,Yes,No,83.99,B,Low
94,8.0,67,85,24,7.3,9.4,1,Yes,Yes,78.1,B,Low
55,8.7,41,95,47,9.9,7.5,4,Yes,No,82.17,B,Low
86,0.6,65,85,31,7.2,0.0,2,Yes,No,74.72,C,Low
92,6.9,82,57,41,8.1,7.7,5,Yes,Yes,95.19,A,Low
99,1.4,81,93,29,6.1,7.4,6,No,Yes,61.44,C,Low
54,4.2,87,100,45,3.4,0.1,4,Yes,Yes,92.27,A,Low
64,5.5,53,93,42,8.6,3.7,4,Yes,No,82.2,B,Low
75,4.0,40,85,24,3.2,6.1,7,No,No,40.12,D,Medium
50,5.2,83,70,12,7.9,4.5,4,Yes,No,60.59,C,Low
90,10.0,84,70,38,3.2,7.8,2,No,Yes,92.64,A,Low
54,1.4,46,33,36,9.0,4.3,4,No,No,50.98,D,Medium
43,6.8,57,86,14,4.1,1.5,7,Yes,Yes,57.44,D,Medium
60,4.0,88,59,40,6.6,9.8,1,No,No,65.96,C,Low
52,1.3,93,75,31,7.2,2.4,4,No,Yes,68.57,C,Low
61,1.6,70,85,44,6.2,7.2,6,No,No,52.91,D,Medium
58,9.5,37,60,16,5.4,1.4,8,Yes,No,68.11,C,Low
73,8.8,92,36,15,6.3,3.3,8,Yes,No,78.07,B,Low
53,9.1,89,83,35,5.2,4.4,9,Yes,Yes,95.22,A,Low
100,9.9,91,37,10,6.1,1.9,5,Yes,No,86.45,B,Low
43,2.1,51,84,28,5.5,4.5,2,Yes,Yes,60.54,C,Low
87,3.6,73,98,16,7.0,1.6,3,Yes,Yes,86.36,B,Low
92,6.7,89,73,45,4.7,5.6,2,No,Yes,99.39,A,Low
91,4.8,79,42,21,9.9,6.6,9,Yes,Yes,63.97,C,Low
85,4.2,35,49,29,6.5,0.6,6,No,No,61.1,C,Low
66,3.6,55,61,32,4.4,8.7,1,Yes,Yes,53.96,D,Medium
68,5.9,55,89,34,6.3,1.9,3,Yes,Yes,100.0,A,Low
86,5.8,86,79,39,9.1,2.3,7,Yes,Yes,97.53,A,Low
67,1.6,77,56,38,3.2,6.6,7,Yes,No,51.95,D,Medium
74,4.7,86,54,40,7.8,4.7,5,No,Yes,83.83,B,Low
47,5.5,78,81,27,6.8,5.0,3,Yes,No,79.23,B,Low
55,5.7,66,97,50,4.2,1.3,7,Yes,Yes,93.9,A,Low
81,2.1,44,50,28,8.7,8.1,5,Yes,No,50.27,D,Medium
75,7.4,98,47,13,5.6,6.2,6,Yes,Yes,69.68,C,Low
69,0.3,62,68,10,5.1,1.4,3,Yes,No,54.6,D,Medium
57,3.5,87,44,50,8.8,3.7,6,Yes,Yes,86.42,B,Low
41,7.8,85,82,24,7.5,8.1,7,Yes,Yes,82.56,B,Low
88,5.6,87,67,17,9.3,5.7,8,Yes,Yes,67.03,C,Low
52,2.6,38,77,24,7.4,1.1,2,Yes,No,65.42,C,Low
43,6.9,51,81,24,8.2,3.7,2,No,No,68.16,C,Low
65,5.7,81,57,48,8.9,2.4,6,Yes,No,100.0,A,Low
64,8.0,90,45,31,3.4,5.2,8,Yes,Yes,68.39,C,Low
69,7.4,57,45,27,8.4,8.4,5,Yes,Yes,70.01,C,Low
50,6.1,52,64,25,7.3,4.4,1,No,Yes,70.12,C,Low
46,4.9,35,46,11,3.5,4.3,1,No,Yes,54.93,D,Medium
70,1.3,69,81,45,6.6,9.1,10,No,No,38.28,F,High
83,2.6,98,41,29,3.6,5.8,9,Yes,Yes,57.46,D,Medium
49,4.2,92,77,25,8.2,5.7,4,Yes,Yes,67.53,C,Low
78,6.0,93,51,12,6.8,2.6,10,Yes,Yes,60.65,C,Low
52,5.1,35,78,39,9.7,6.1,1,No,No,76.36,B,Low
70,2.9,37,81,11,4.3,5.8,8,Yes,Yes,44.28,D,Medium
46,0.1,71,30,44,7.2,4.0,2,Yes,No,63.01,C,Low
95,5.0,63,95,35,4.5,9.9,2,No,Yes,90.21,A,Low
88,2.9,67,93,14,7.3,8.8,1,Yes,No,66.68,C,Low
81,7.3,95,37,11,8.1,7.5,1,Yes,Yes,80.88,B,Low
100,0.2,38,54,29,8.1,5.4,9,Yes,Yes,34.98,F,High
81,5.8,48,95,43,8.7,4.6,1,Yes,No,100.0,A,Low
95,9.4,67,99,43,9.0,1.8,6,Yes,Yes,100.0,A,Low
75,1.7,56,80,29,3.5,3.1,7,Yes,No,46.13,D,Medium
59,4.7,82,82,34,5.4,7.7,4,No,No,59.63,D,Medium
43,0.9,37,44,29,7.8,4.5,5,No,Yes,30.99,F,High
93,6.3,57,79,34,6.5,8.8,4,Yes,No,76.29,B,Low
46,5.5,55,100,23,4.3,1.5,4,Yes,No,61.75,C,Low
93,4.1,77,67,48,6.9,5.1,10,Yes,No,66.16,C,Low
40,5.2,60,69,21,5.9,6.5,1,Yes,Yes,69.68,C,Low
83,9.0,75,95,14,5.7,5.2,6,Yes,Yes,85.12,B,Low
95,2.0,72,68,11,8.7,8.9,10,Yes,Yes,32.21,F,High
84,0.2,45,46,25,5.9,9.9,10,No,No,12.76,F,High
81,8.6,63,36,39,3.2,1.2,7,No,No,82.87,B,Low
86,5.8,94,68,47,3.4,1.3,7,Yes,Yes,94.72,A,Low
98,8.9,99,97,33,9.0,1.3,8,Yes,Yes,100.0,A,Low
52,6.0,95,64,39,9.7,6.8,7,Yes,No,85.47,B,Low
94,8.1,53,80,46,7.8,3.7,6,Yes,No,94.18,A,Low
61,4.3,80,76,48,5.6,7.3,8,Yes,No,66.61,C,Low
93,7.5,83,65,20,9.6,4.1,3,No,Yes,97.76,A,Low
60,9.1,56,93,23,7.6,6.3,9,No,Yes,59.95,D,Medium
